,address,city,floor,id,latitude,longitude,price,rooms,sq,year
3604,Ursynów,Warszawa,2,12931,52.141039,21.0323214,565000,2,45,2020
3605,Bielany,Warszawa,2,9531,52.2776126,20.9472054,890000,3,63,1955
3606,Pr¹dnik Bia³y,Kraków,1,21877,50.1035684,19.95360311,483550,3,50.9,2021
3607,Nowe Miasto Malta ul. Katowicka,Poznañ,6,5891,52.3973449,16.9619394,333125,2,32.5,2022
3608,¯oliborz,Warszawa,0,14664,52.2675944,20.9796975,3350000,4,145.18,2017
3609,Ursus,Warszawa,1,13383,52.1960985,20.8828989,331960,1,31,2021
3610,Mokotów S³u¿ewiec ul. Konstruktorska,Warszawa,1,13032,52.1868292,21.00035135,800000,2,49.8,2018
3611,Grzegórzki Fabryczna,Kraków,1,25051,50.058444,19.9702351,457785,1,33.91,2020
3612,Œródmieœcie,Warszawa,10,14780,52.2328098,21.019067,2500000,5,132.18,2018
3613,W³ochy al. Aleja Dwudziestolatków,Warszawa,4,7566,52.1927735,20.9690439,559000,3,47,1971
3614,Grzegórzki D¹bie Na Szaniec,Kraków,4,27525,50.0291986,19.96128619,435000,2,44.4,1970
3615,Podgórze Duchackie Walerego S³awka,Kraków,4,24124,50.0242313,19.959569,409000,2,45.32,2020
3616,Podgórze Bonarka Sebastiana Klonowica,Kraków,3,25353,50.0197558,19.9528554,480480,2,60.06,2020
3617,Œródmieœcie,Warszawa,0,13737,52.2328098,21.019067,748800,2,47,1970
3618,Grzegórzki Aleja Pokoju,Kraków,6,21852,50.0589305,19.9762323,698700,3,57,1970
3619,Nowe Miasto Antoninek Œwiêtowidzka,Poznañ,0,1745,52.4006632,16.91973259,595000,3,79.37,2011
3620,Zwierzyniec Wola Justowska Pod Stokiem,Kraków,0,22579,50.0720398,19.8559586,650000,4,65,2022
3621,Je¿yce ul. Maksymiliana Jackowskiego,Poznañ,2,2399,52.4102672,16.895334,510000,3,64,1952
3622,Nowa Huta Czy¿yny Nowohucka 46,Kraków,1,30220,50.0558029,19.9993305,350574,2,34.37,2022
3623,Bia³o³êka P³ochociñska,Warszawa,0,18056,52.314243,20.9988422,497777,2,50.24,2020
3624,Ursynów ul. K³obucka,Warszawa,1,16525,52.1599734,20.99091619,765000,3,58.1,2019
3625,Grunwald,Poznañ,1,1756,52.404212,16.882542,441299,3,65.18,2020
3626,Je¿yce Winiary Wy³om,Poznañ,1,2606,52.4331,16.9162675,454410,3,56.1,2020
3627,Mokotów S³u¿ew ul. Cybernetyki,Warszawa,0,7603,52.1775042,20.9878921,394700,2,33,2020
3628,Rembertów Gwarków,Warszawa,1,12466,52.2632534,21.1095326,480000,3,71.5,2022
3629,Grzegórzki Olsza Promienistych,Kraków,3,28160,50.0858369,19.9714303,440000,2,44.1,2021
3630,Bia³o³êka Tarchomin ul. Atutowa,Warszawa,2,8108,52.3162669,20.9565368,440400,3,52,2021
3631,Bieñczyce,Kraków,4,26262,50.08605125,20.02922626,235000,1,26,1975
3632,Bielany Wrzeciono,Warszawa,2,11600,52.2915543,20.9450519,475000,3,47,1968
3633,Podgórze P³aszów Myœliwska,Kraków,4,27344,50.0454593,20.0002025,398000,2,38.28,2022
3634,Nowe Miasto Rataje,Poznañ,4,1066,52.3901295,16.9535909,392645,3,47.37,2022
3635,Zwierzyniec Wola Justowska,Kraków,1,25861,50.0650619,19.877649,913083,5,110,2017
3636,Targówek ul. Krasiczyñska,Warszawa,4,14167,52.2968562,21.0458608,550000,3,60,1972
3637,Œródmieœcie Kryniczna,Kraków,1,22335,50.0732166,19.9680316,299000,1,26,1970
3638,Ochota ul. W³odarzewska 78A,Warszawa,1,13215,52.2033754,20.94652415,1175000,4,94.04,2000
3639,Podgórze Duchackie Bia³oruska,Kraków,6,21508,50.01548615,19.9683586,449000,3,45,1986
3640,Podgórze P³aszów Koszykarska,Kraków,1,19206,50.0498929,19.9906026,598000,4,78.2,1997
3641,Rembertów ul. Che³m¿yñska,Warszawa,1,6778,52.2459641,21.133045,282514.5,2,36.93,2022
3642,Praga-Po³udnie Saska Kêpa Miêdzynarodowa,Warszawa,5,13351,52.2333644,21.0678467,680000,3,86,1959
3643,Pr¹dnik Czerwony ul. abp. Zygmunta Szczêsnego Feliñskiego,Kraków,4,21197,50.0469432,19.99715344,519000,2,56,2014
3644,Grunwald £azarz Marcelego Mottego,Poznañ,2,13,52.3941459,16.9055246,285000,2,39,1910
3645,Nowa Huta Czy¿yny ul. Nowohucka,Kraków,3,21144,50.0464927,19.9769445,620000,3,64.7,1994
3646,Rembertów Che³m¿yñska,Warszawa,0,6539,52.2459641,21.133045,349230,3,50,2021
3647,Dêbniki,Kraków,4,26333,50.0518611,19.9270367,998235,3,62,2019
3648,Nowe Miasto Staro³êka ¯orska,Poznañ,0,4806,52.3535812,16.9292241,450000,3,54,2018
3649,Pr¹dnik Czerwony,Kraków,0,24650,50.0859419,19.96660061,375000,2,34.1,1965
3650,Stare Miasto Rakowicka,Kraków,4,24687,50.0716873,19.9551456,1400000,3,83,2014
3651,Nowe Miasto Rataje,Poznañ,1,609,52.3901295,16.9535909,499300,3,65.15,2021
3652,Bia³o³êka,Warszawa,2,7495,52.3196649,21.0211773,690000,6,115.9,1994
3653,Bia³o³êka,Warszawa,1,10331,52.3196649,21.0211773,500000,3,63.5,2000
3654,Wola Odolany Juliana Konstantego Ordona,Warszawa,1,13584,52.2247928,20.9525803,523161,2,45.24,2022
3655,Wola Mirów al. Solidarnoœci,Warszawa,2,11747,52.2412462,20.9927213,430000,2,38.13,1973
3656,Grunwald Górczyn Jakuba Krauthofera,Poznañ,4,4878,52.386959,16.89086747,499900,3,70.45,2021
3657,Wola Erazma Cio³ka,Warszawa,3,16802,52.2438818,20.9444741,374990,1,32.51,1958
3658,Grunwald,Poznañ,5,727,52.404212,16.882542,335000,3,53,1978
3659,Nowe Miasto Rataje,Poznañ,1,2198,52.3901295,16.9535909,485450,3,61.99,2021
3660,Praga-Po³udnie Goc³aw Marsa,Warszawa,1,16453,52.2415762,21.1355847,542300,3,64.95,2021
3661,Dêbniki Micha³a Ba³uckiego,Kraków,3,21235,50.0496526,19.9258888,325500,1,18.7,2020
3662,Mokotów S³u¿ewiec,Warszawa,7,11364,52.17091075,21.01561259,2060000,4,119,2019
3663,Wola ul. Kolejowa 43,Warszawa,3,9525,52.2261044,20.9801353,652630,1,34.9,2020
3664,Pr¹dnik Czerwony al. 29 Listopada,Kraków,3,29894,49.9730627,19.8323374,429600,2,42.39,2020
3665,Podgórze P³aszów ul. Myœliwska,Kraków,2,20508,50.0454593,20.0002025,505000,3,52.45,2022
3666,Podgórze Duchackie Wola Duchacka Szpakowa,Kraków,2,22770,50.0130106,19.9792793,320000,2,40.7,2020
3667,Stare Miasto,Kraków,4,28132,50.0590398,19.9371683,240600,1,16.04,2021
3668,Mokotów Ksawerów Leszczyny,Warszawa,1,10816,52.1851451,21.0308573,1600000,3,115,2005
3669,Bemowo Zaborowska,Warszawa,2,6726,52.2438384,20.9220783,598400,2,50,2010
3670,Bia³o³êka Skarbka z Gór,Warszawa,3,15155,52.3228184,21.0576574,555000,3,68,2008
3671,Je¿yce Smochowice ul. S³upska 45,Poznañ,2,2743,52.4382865,16.808571,330048,2,45.48,2021
3672,Mistrzejowice ul. Piasta Ko³odzieja,Kraków,2,23318,50.0986433,20.0132206,450528,3,57.76,2022
3673,Nowe Miasto Malta ul. Katowicka,Poznañ,4,5847,52.3973449,16.9619394,316875,2,32.5,2022
3674,Ursynów ul. Edwarda Warcha³owskiego,Warszawa,6,6423,52.1452872,21.0454692,349000,1,30.96,1980
3675,Mistrzejowice Piastów,Kraków,4,25756,50.1012069,20.0173643,635000,3,63.6,2020
3676,Wola,Warszawa,1,16093,52.2362379,20.9547815,333000,1,24.5,1969
3677,Ursynów,Warszawa,1,16536,52.141039,21.0323214,750000,3,65,1992
3678,Stare Miasto Winogrady,Poznañ,10,92,52.4348647,16.9383531,370000,2,47,1980
3679,Bronowice Stañczyka,Kraków,3,18739,50.0788285,19.8942504,405000,2,36.7,2022
3680,Wola Karolkowa,Warszawa,5,9948,52.2365216,20.9754328,999000,2,54.37,2019
3681,Podgórze Walerego S³awka,Kraków,3,24441,50.0242313,19.959569,369000,2,39,2020
3682,Nowe Miasto Rataje ul. Milczañska,Poznañ,1,662,52.3970234,16.9620606,523750,3,70.62,2021
3683,Nowe Miasto Malta ul. Katowicka,Poznañ,0,4985,52.3973449,16.9619394,470160,2,58.77,2022
3684,Targówek,Warszawa,0,8035,52.2751918,21.0580854,480250,3,56.5,1976
3685,Krowodrza,Kraków,3,25074,50.07087985,19.91656312,570000,4,63.78,1970
3686,Zwierzyniec Wola Justowska Tadeusza Rogalskiego,Kraków,1,28162,50.0669449,19.8784473,785000,3,49.41,2019
3687,Praga-Pó³noc ul. Szwedzka,Warszawa,1,15872,52.2634539,21.0453302,1400400,3,97.3,2020
3688,Ursynów Imielin,Warszawa,5,6494,52.14323005,21.03932683,650000,2,47.3,1985
3689,W³ochy ks. Juliana Chroœcickiego 83,Warszawa,3,17183,52.2319581,21.0067249,1060000,5,116,2009
3690,Nowe Miasto Malta ul. Katowicka,Poznañ,4,5828,52.3973449,16.9619394,443362.5,3,50.67,2022
3691,Bia³o³êka,Warszawa,2,11947,52.3196649,21.0211773,507461,3,56.63,2022
3692,Grunwald Jeleniogórska,Poznañ,0,752,52.394455,16.8437222,367000,2,46.78,2022
3693,Bie¿anów-Prokocim,Kraków,4,18364,50.01706235,20.02299186,372154,3,50.98,2021
3694,Mistrzejowice,Kraków,8,26962,50.09742625,20.00960263,459000,2,60.6,1994
3695,Praga-Pó³noc ul. Szwedzka,Warszawa,5,12219,52.2634539,21.0453302,666984.78,2,53.47,2022
3696,Podgórze Zab³ocie Stanis³awa Klimeckiego,Kraków,3,23911,50.0492242,19.9703793,779000,3,80.58,2021
3697,Mokotów Górny Mokotów Blacharska,Warszawa,3,11011,52.176027,21.0169212,530000,3,53.5,1978
3698,Pr¹dnik Bia³y Górka Narodowa,Kraków,1,19126,50.0974858,19.9592694,329900,2,36,2020
3699,Wola Kolejowa,Warszawa,1,13038,52.2258861,20.9813488,606025,2,34.63,2016
3700,Bemowo Lazurowa,Warszawa,3,11625,52.24685145,20.89457019,849900,4,84.99,2002
3701,Bielany Piaski,Warszawa,2,14507,52.2743857,20.9376719,417000,2,42,1975
3702,Grzegórzki Fabryczna,Kraków,2,29964,50.058444,19.9702351,474740,1,33.91,2021
3703,Praga-Po³udnie,Warszawa,5,17155,52.2373961,21.0712578,680000,3,48,1978
3704,Œródmieœcie Aleja Pokoju,Kraków,4,26535,49.9752188,19.8281486,582750,3,55.44,2020
3705,Grunwald Górczyn ul. Ceglana,Poznañ,2,3512,52.3709933,16.8631459,691866,3,67.83,2020
3706,Podgórze Zab³ocie Zab³ocie,Kraków,5,22180,50.0478769,19.96136869,469000,2,40.94,2021
3707,Zwierzyniec Wola Justowska Piotra Borowego,Kraków,2,21872,50.063859,19.8884689,730000,2,50,2020
3708,Œródmieœcie Œródmieœcie Pó³nocne,Warszawa,3,11716,52.2402106,21.01885112,2250000,5,189.5,2006
3709,Pr¹dnik Bia³y Górka Narodowa,Kraków,0,18615,50.0974858,19.9592694,294876,1,27.9,2022
3710,Pr¹dnik Bia³y Henryka Pachoñskiego,Kraków,2,29340,50.0949773,19.92040549,285000,1,26.5,2021
3711,Grzegórzki D¹bie ul. D¹bska,Kraków,0,21905,50.064613,19.9820189,434000,2,43.75,2020
3712,Bieñczyce os. Z³otej Jesieni,Kraków,4,22603,50.089478,20.027264,339000,1,38,2015
3713,Œródmieœcie,Kraków,0,22872,50.055,19.9430556,549000,2,51.55,1916
3714,Stare Miasto Naramowice ul. Czarnucha,Poznañ,2,1855,52.4499763,16.9527562,234327.17,1,31.31,2022
3715,Praga-Po³udnie Goc³aw,Warszawa,4,8598,52.2286331,21.1065722,615992,3,58.91,2022
3716,Pr¹dnik Czerwony ul. Promienistych,Kraków,5,23972,50.0858369,19.9714303,689724,3,82.11,2021
3717,Pr¹dnik Bia³y ul. Siewna,Kraków,3,20283,50.0919132,19.9556743,489800,3,62,1983
3718,Œródmieœcie Powiœle,Warszawa,1,17429,52.2427517,21.0240188,964620,2,53.59,2020
3719,Grunwald Jeleniogórska 1/3,Poznañ,4,5600,52.404212,16.882542,546450,3,72.86,2021
3720,Wola,Warszawa,3,17076,52.2362379,20.9547815,452000,2,38.5,1977
3721,Je¿yce Smochowice ul. S³upska 45,Poznañ,2,2694,52.4382865,16.808571,330048,2,45.48,2021
3722,Grunwald Jeleniogórska 1/3,Poznañ,2,5633,52.404212,16.882542,420840,2,50.1,2021
3723,Targówek Bródno Piotra Wysockiego,Warszawa,7,18223,52.2900258,21.0300729,440000,3,53,1975
3724,Je¿yce Winiary,Poznañ,0,4774,52.42260185,16.91753001,529875,4,67.5,2021
3725,Ursynów Stok³osy,Warszawa,3,15487,52.1620456,21.0276283,585000,3,62.45,1994
3726,Podgórze Duchackie Walerego S³awka,Kraków,2,24118,50.0242313,19.959569,399000,2,44.26,2020
3727,Pr¹dnik Bia³y Górka Narodowa,Kraków,1,23239,50.0974858,19.9592694,549836,4,69.57,2022
3728,Bronowice ul. Bronowicka,Kraków,4,20851,50.0778251,19.90068099,566865,2,41.99,2022
3729,£agiewniki-Borek Fa³êcki £agiewniki,Kraków,2,26317,50.0232502,19.9346479,535000,4,88.98,1990
3730,Bia³o³êka,Warszawa,1,14935,52.3196649,21.0211773,402000,3,57,2020
3731,Stare Miasto,Kraków,0,28599,50.0590398,19.9371683,1800000,3,114,1900
3732,Podgórze Duchackie Walerego S³awka,Kraków,4,24156,50.0242313,19.959569,349000,2,38.86,2021
3733,Podgórze Stanis³awa Stoja³owskiego,Kraków,3,28469,50.0053073,19.95465573,539000,3,66.7,2000
3734,Œródmieœcie,Kraków,0,28750,50.055,19.9430556,525177,1,33.03,2021
3735,Mokotów ul. Bia³ego Dêbu 1,Warszawa,2,7777,52.183924,21.042562,1406300,4,91.68,2021
3736,Bia³o³êka Przejezdna,Warszawa,3,7537,52.3437261,21.0418673,499000,3,57.57,2020
3737,Œródmieœcie Chmielna,Warszawa,1,14683,52.2324839,21.0175323,920000,2,75,1929
3738,Mokotów Cybernetyki,Warszawa,0,17483,52.1775042,20.9878921,860000,3,67,2016
3739,Dêbniki Ruczaj prof. Micha³a Bobrzyñskiego,Kraków,5,21006,50.0206269,19.8981903,765000,3,86,2005
3740,Ursynów K³obucka,Warszawa,0,6509,52.1599734,20.99091619,450000,2,39.62,2020
3741,Pr¹dnik Bia³y ¯wirowa,Kraków,4,23776,50.0989716,19.9275137,1034666,5,120.31,2021
3742,Mokotów Kazimierzowska,Warszawa,0,8427,52.2042006,21.0142629,480000,2,29.3,1938
3743,Stare Miasto Stary Rynek ul. Kazimierza Kantaka,Poznañ,1,4588,52.4080685,16.923226,425000,2,58,1910
3744,Je¿yce Golêcin,Poznañ,4,2220,52.4326105,16.8850598,636000,4,88.59,2020
3745,Wola ul. Marcina Kasprzaka,Warszawa,5,14660,52.22729845,20.95301421,583668,2,43,2021
3746,Targówek £odygowa,Warszawa,3,8737,52.2865477,21.0829644,563500,2,48.4,2017
3747,Wawer Trakt Lubelski,Warszawa,1,10651,50.4926202,22.6327882,650000,2,55.38,2016
3748,Mokotów ul. Domaniewska 34B,Warszawa,7,9264,52.1839266,21.008725,910700,4,70.3,2022
3749,Grunwald,Poznañ,1,6089,52.404212,16.882542,1125819,5,138.99,1903
3750,Podgórze,Kraków,0,26538,50.0430999,19.9529614,361000,3,48.52,2021
3751,Bielany Stare Bielany ul. W³odzimierza Perzyñskiego 18,Warszawa,3,8859,52.2710851,20.9499981,780000,4,68.8,1955
3752,Wola,Warszawa,10,13310,52.2362379,20.9547815,678710,3,50.66,2021
3753,Praga-Pó³noc Aleksandra Kotsisa,Warszawa,5,12775,52.2772466,21.0141644,329000,2,29.88,2021
3754,Nowe Miasto Malta ul. Katowicka,Poznañ,0,4937,52.3973449,16.9619394,318107.5,2,34.39,2022
3755,Dêbniki,Kraków,2,29427,50.0518611,19.9270367,1065000,4,77.3,2019
3756,Dêbniki,Kraków,3,18736,50.0518611,19.9270367,795000,3,66,2015
3757,Pr¹dnik Bia³y Wincentego Danka,Kraków,0,20088,50.0934163,19.9257215,297424,1,25.64,2020
3758,Ochota Bia³obrzeska,Warszawa,0,16269,52.21964225,20.97703373,499000,2,51,1958
3759,Stare Miasto Naramowice ul. Sielawy,Poznañ,2,1059,52.4463318,16.9512697,285825,2,38.11,2022
3760,Praga-Po³udnie,Warszawa,0,13389,52.2373961,21.0712578,729000,4,76,1938
3761,Krowodrza Stefana Banacha,Kraków,3,24423,50.1015333,19.9640995,453692,3,57.91,2020
3762,Mokotów Sielce,Warszawa,6,15624,52.1964999,21.0463338,2720403,5,143.33,2020
3763,Podgórze Krzywda,Kraków,1,22742,50.0441906,19.9712594,439000,2,33.5,2014
3764,Wola,Warszawa,3,17225,52.2362379,20.9547815,549999,2,38.5,1953
3765,Bia³o³êka Tarchomin Pas³êcka,Warszawa,0,18114,52.330324,20.9504617,485000,3,53.2,2003
3766,Wola Muranów,Warszawa,1,6883,52.24033315,20.98709714,760728,3,58.58,2021
3767,Wola,Warszawa,0,10974,52.2362379,20.9547815,367000,1,27.25,1970
3768,Krowodrza £obzów Mariana Smoluchowskiego,Kraków,3,27692,50.0721122,19.909405,590000,2,51.5,1972
3769,Bia³o³êka,Warszawa,2,14179,52.3196649,21.0211773,535000,3,63,2018
3770,Je¿yce Strzeszyn Koszaliñska,Poznañ,2,4026,52.46404,16.8283715,284752,2,38.48,2020
3771,Wawer GoŸdzików,Warszawa,1,14967,52.2319581,21.0067249,541900,3,64.95,2021
3772,Nowa Huta Bohaterów Wrzeœnia,Kraków,5,19920,50.1044948,20.0116364,520000,3,51,2018
3773,Mistrzejowice ul. Piasta Ko³odzieja,Kraków,1,23300,50.0986433,20.0132206,409530,2,48.18,2022
3774,Œródmieœcie Juliana Bartoszewicza,Warszawa,6,18017,52.2378163,21.0216328,1330000,2,62.4,1935
3775,Bie¿anów-Prokocim Wielicka 179,Kraków,0,27929,50.0102971,20.00857,519210,3,57.69,2021
3776,Œródmieœcie,Warszawa,5,16860,52.2328098,21.019067,624000,3,49,1972
3777,Praga-Po³udnie Zwyciêzców,Warszawa,8,17248,52.2333644,21.0678467,865000,2,51,2008
3778,Grzegórzki,Kraków,2,27530,50.06497215,19.96882552,670341,3,57.54,2022
3779,Podgórze Duchackie Wola Duchacka Walerego S³awka,Kraków,1,21096,50.0205244,19.9601785,369000,2,44.21,2021
3780,Wilda Dolna Wilda Saperska,Poznañ,5,3623,52.3797164,16.9183826,600288,4,76.96,2020
3781,¯oliborz Przasnyska,Warszawa,7,9898,52.25935895,20.96766138,1700000,4,108,2014
3782,Mokotów Tyniecka,Warszawa,1,7300,52.1964842,21.0222872,960000,2,80.3,2001
3783,Wilda,Poznañ,4,2317,52.3897748,16.9174381,424900,3,59,1965
3784,Podgórze Duchackie Wola Duchacka Czarnogórska,Kraków,3,21691,50.0197183,19.9709187,449000,3,53,1975
3785,Je¿yce ul. Przygraniczna,Poznañ,2,3277,52.4338323,16.8020014,506514,3,87.33,2022
3786,Podgórze Zab³ocie Stanis³awa Klimeckiego,Kraków,2,19661,50.0492242,19.9703793,699000,3,75.86,2021
3787,Mistrzejowice os. Oœwiecenia,Kraków,4,28128,50.0939358,19.9897424,455000,3,63.05,1993
3788,Praga-Po³udnie,Warszawa,1,13583,52.2373961,21.0712578,420000,2,45,1965
3789,Bia³o³êka Tarchomin Malborska,Warszawa,4,10112,52.2956056,21.0502538,480000,3,53.6,1976
3790,Bielany,Warszawa,2,11371,52.2776126,20.9472054,499999,2,47.3,2015
3791,Je¿yce ul. œw. Wawrzyñca 11,Poznañ,2,5026,52.4201252,16.8956979,532811.7,3,67.53,2022
3792,Praga-Po³udnie,Warszawa,7,17000,52.2373961,21.0712578,220000,1,17,1985
3793,Krowodrza,Kraków,6,21919,50.07087985,19.91656312,345000,1,25,2007
3794,Podgórze Duchackie Wola Duchacka,Kraków,6,22289,50.0146222,19.953758,428679.36,2,40.78,2022
3795,¯oliborz Stary ¯oliborz ul. Dymiñska,Warszawa,0,13169,52.2609387,20.9972316,590000,2,48,1936
3796,Dêbniki Kliny-Zacisze Mieczykowa,Kraków,1,27782,49.9985589,19.9007781,580000,3,85.11,2008
3797,Nowe Miasto G³ówna Smolna 10,Poznañ,4,4997,52.4220737,16.9664866,363520,3,51.2,2020
3798,Podgórze Zab³ocie p³k. Ryszarda Kukliñskiego,Kraków,3,19311,50.04450785,19.9731901,585825,3,54.75,2020
3799,£agiewniki-Borek Fa³êcki Borek Fa³êcki,Kraków,2,29932,50.0232502,19.9346479,1054020,3,114.9,2019
3800,Bielany,Warszawa,3,15784,52.2776126,20.9472054,520000,3,51,1975
3801,Bemowo,Warszawa,1,15438,52.2389738,20.9132881,590000,2,52.31,2009
3802,Nowa Huta Czy¿yny Nowohucka 46,Kraków,2,30173,50.0558029,19.9993305,370500,2,37.05,2022
3803,Bielany Kazimierza Grodeckiego,Warszawa,1,8275,52.2831669,20.9440636,1120000,3,71,2002
3804,Dêbniki Ruczaj Kobierzyñska,Kraków,1,23782,50.0264036,19.9118498,449000,2,43.9,2021
3805,Stare Miasto Naramowice ul. Czarnucha,Poznañ,1,2002,52.4499763,16.9527562,693779.1,4,98.13,2020
3806,Grzegórzki ul. Grzegórzecka,Kraków,8,28661,50.0587885,19.9500605,489810,1,33.78,2020
3807,Podgórze,Kraków,0,22521,50.0430999,19.9529614,279000,2,26,1970
3808,Podgórze Duchackie ul. Walerego S³awka,Kraków,4,24798,50.0242313,19.959569,439000,2,44.26,2021
3809,Bemowo ul. Szczotkarska,Warszawa,3,8885,52.2225745,20.9150603,616000,3,56,2008
3810,Wilda Dolna Wilda ul. Stefana Czarnieckiego,Poznañ,2,1737,52.3941575,16.9162342,588300,3,66.25,2022
3811,Grzegórzki ul. Grzegórzecka,Kraków,4,28678,50.0587885,19.9500605,384160,1,27.44,2020
3812,Mokotów Be³ska,Warszawa,1,8007,52.1907047,20.9993769,1199000,4,103.31,2000
3813,Nowe Miasto Rataje Wagrowska,Poznañ,2,4519,52.3789966,16.9442442,416116,3,51.71,2022
3814,Dêbniki Komandosów,Kraków,4,22586,50.0456516,19.930903,480000,3,48.4,1980
3815,Ursynów,Warszawa,1,10189,52.141039,21.0323214,979000,3,74.7,2004
3816,Wola Mirów,Warszawa,1,10964,52.2393149,20.9858382,1750000,6,85,2017
3817,Mokotów Powsiñska,Warszawa,6,14016,52.1826324,21.06738964,2500000,6,199.89,2006
3818,¯oliborz Rudzka,Warszawa,0,15100,52.2789445,20.9705271,474700,2,42.4,2021
3819,Mokotów Wierzbno Zygmunta Modzelewskiego,Warszawa,5,15913,52.1740428,21.012207,2301238.8,3,120.61,2019
3820,Pr¹dnik Bia³y,Kraków,2,19434,50.1035684,19.95360311,652000,4,72.5,2000
3821,Œródmieœcie Œródmieœcie Po³udniowe ul. Stanis³awa Noakowskiego,Warszawa,6,9377,52.2213603,21.0101343,1190000,2,41,1916
3822,Œródmieœcie Antoniego Fertnera,Kraków,3,19810,50.0838725,19.953872,558000,3,63,1990
3823,Pr¹dnik Bia³y Tonie,Kraków,1,22538,50.1121816,19.8994401,399000,3,71.34,2020
3824,Podgórze Duchackie,Kraków,1,24673,50.01618985,19.95942096,445000,3,62,1980
3825,Nowe Miasto ¯egrze os. Stare ¯egrze,Poznañ,3,210,52.3818328,16.963112,449000,3,66.48,1989
3826,Wola ul. Marcina Kasprzaka,Warszawa,4,14116,52.22729845,20.95301421,1000000,4,85.62,2021
3827,Mokotów Sadyba,Warszawa,1,11024,52.1826324,21.06738964,553005,2,48.2,2022
3828,Pr¹dnik Czerwony Lublañska,Kraków,2,25558,50.0851795,19.961948,425000,2,44.73,2021
3829,Œródmieœcie Œródmieœcie Pó³nocne Chmielna,Warszawa,3,13489,52.2324839,21.0175323,840000,4,61.01,1965
3830,Bielany,Warszawa,6,13958,52.2776126,20.9472054,368500,2,37,1968
3831,Podgórze Stare Podgórze,Kraków,2,28568,50.0444203,19.9493098,639000,3,62,1918
3832,Bia³o³êka ul. Aluzyjna,Warszawa,3,14103,52.3441913,20.943039,547000,2,44.2,2014
3833,Mistrzejowice,Kraków,3,24016,50.09742625,20.00960263,488480,3,61.06,2020
3834,Podgórze Duchackie ul. Walerego S³awka,Kraków,7,24760,50.0242313,19.959569,549000,3,57.78,2021
3835,Mokotów ul. Domaniewska 34B,Warszawa,0,9221,52.1839266,21.008725,625800,2,47.53,2022
3836,W³ochy Budki Szczêœliwickie,Warszawa,4,12605,52.2319581,21.0067249,439000,2,41,2021
3837,Dêbniki Wac³awa Lipiñskiego,Kraków,3,29029,50.0303166,19.9252806,698000,5,88.63,2002
3838,Œródmieœcie ul. Romualda Traugutta,Warszawa,0,14495,52.2390003,21.0147088,1295000,4,74.9,1953
3839,Grunwald Bu³garska 59,Poznañ,4,175,52.3958369,16.8627283,449000,3,66.7,2020
3840,Œródmieœcie,Warszawa,7,16125,52.2328098,21.019067,740000,2,50,1959
3841,Ursynów,Warszawa,3,10025,52.141039,21.0323214,700000,3,71,1994
3842,Mokotów,Warszawa,1,11137,52.1939874,21.0457809,1190000,3,70,1936
3843,Wola,Warszawa,3,8988,52.2362379,20.9547815,485000,2,38,1964
3844,Praga-Po³udnie ul. Koprzywiañska 2,Warszawa,2,14478,52.2387974,21.1196744,523305,2,55.73,2021
3845,Podgórze Stare Podgórze Jana D³ugosza,Kraków,3,24371,50.0426719,19.9420774,537000,2,34.9,2021
3846,Nowa Huta os. Piastów,Kraków,1,22529,50.0980554,20.01710499,375000,3,47,1976
3847,Praga-Po³udnie Goc³aw ul. Kompasowa,Warszawa,3,7929,52.2313624,21.0842298,1250000,5,144,1999
3848,Grunwald Jeleniogórska 1/3,Poznañ,4,5570,52.404212,16.882542,499174,3,68.38,2021
3849,Ursynów Wyczó³ki K³obucka,Warszawa,2,10861,52.1599734,20.99091619,620000,2,49.6,2016
3850,Œródmieœcie ul. Bagno,Warszawa,2,17636,52.2356626,21.0049685,599000,2,33.95,1966
3851,Nowa Huta Czy¿yny Stanis³awa Lema,Kraków,2,25709,50.06772015,19.99154901,603567,3,60.66,2022
3852,Grunwald £awica Bu³garska,Poznañ,1,5659,52.4041619,16.8668109,456234.75,3,65.41,2020
3853,Bemowo,Warszawa,0,17653,52.2389738,20.9132881,535000,3,53,2020
3854,W³ochy Chroœcickiego,Warszawa,1,18185,52.2078048,20.9055637,295300,1,30.28,2020
3855,Stare Miasto Kazimierz Micha³a Siedleckiego,Kraków,2,27390,50.0565458,19.9495403,576000,2,48,1949
3856,Pr¹dnik Czerwony Rakowice ks. bp. W³adys³awa Bandurskiego,Kraków,1,28578,50.1337314,19.6135918,868000,2,62,1938
3857,Pr¹dnik Bia³y,Kraków,2,21524,50.1035684,19.95360311,549000,3,58,2008
3858,Mokotów ul. Domaniewska 34B,Warszawa,8,9298,52.1839266,21.008725,523800,2,32.79,2022
3859,Bielany ul. Kwitn¹ca,Warszawa,0,8139,52.2319581,21.0067249,518000,3,57,1980
3860,Dêbniki,Kraków,2,26809,50.0518611,19.9270367,1290000,3,96,1930
3861,Praga-Pó³noc,Warszawa,1,9078,52.2648843,21.0273442,510000,3,56.24,2021
3862,¯oliborz Rudzka,Warszawa,6,7306,52.2789445,20.9705271,1883065.94,4,116.83,2020
3863,Podgórze ul. Stanis³awa Klimeckiego,Kraków,5,24924,50.0492242,19.9703793,729000,2,72.1,2021
3864,Nowe Miasto Malta,Poznañ,3,388,52.40739345,16.97946707,412000,3,51.36,2021
